fid,cr_dens,price,morfotype,cluster,minor_roads_dens,tree_dens,poi_dens,ma_morf,morfotype_unique,empt_place,parks,rail,trunk
4308,0.19820,3,2,32,2.44497,0,0,0,2,1,1,0,0
4309,0.61891,3,2,32,2.51449,0,0.202,0,2,1,1,0,0
4310,0.34544,3,1,31,1.86591,0,0,1,2,1,1,0,0
4311,0.29111,2,1,21,2.26987,0,0.276,0,2,1,1,0,0
4312,0.30542,2,2,22,2.00688,0.854,0.769,0,2,1,1,0,0
4313,0.68107,2,1,21,4.40825,1.365,1.17,1,2,1,1,0,0
4314,0.12929,2,2,22,2.1019,0,0.441,0,2,1,1,0,0
4315,0.75671,2,1,21,12.54458,0,0,1,2,1,1,0,0
4317,0.53189,3,2,32,1.7323,0,0.753,0,2,1,1,0,0
4318,0.29875,3,2,32,15.55583,0,3.002,1,1,1,1,0,0
4319,0.24730,3,2,32,100.00986,0,20.508,1,1,1,1,0,0
4320,2.42578,3,2,32,26.91428,0,5.002,0,1,1,1,0,0
4321,1.04526,3,2,32,9.51751,0,0,1,2,1,1,0,0
4322,0.31006,3,2,32,2.43074,0,0.397,1,2,1,1,0,0
4324,1.71320,3,1,31,46.20295,0,9.629,1,2,1,1,0,0
4325,0.42431,2,1,21,3.61119,0,0.317,0,2,1,1,0,0
4326,0.17573,2,1,21,15.45874,0,0.715,0,2,1,1,0,0
4327,0.48713,2,1,21,27.9315,0,0,1,2,1,1,0,0
4328,1.09607,3,2,32,7.06764,0,3.661,1,2,1,1,0,0
4329,1.48295,3,2,32,12.96241,0,2.462,1,2,1,1,0,0
4330,1.27908,2,2,22,12.59756,0,0,0,2,1,1,0,0
4331,0.58893,3,2,32,9.27579,0,0.835,0,2,1,1,0,0
4332,0.21294,2,2,22,29.09975,0,0,1,2,1,1,0,0
4333,0.48940,2,2,22,12.65595,0,0,0,2,1,1,0,0
4335,1.23551,2,1,21,41.69207,0,0,1,1,1,1,0,0
4336,1.10828,2,1,21,30.75004,0,0,1,2,1,1,0,0
4338,0.87597,3,2,32,13.80992,0,0.637,1,2,1,1,0,0
4339,1.21357,3,1,31,6.56894,0,0.572,0,2,1,1,0,0
4340,1.77430,3,2,32,17.93105,0,0,1,2,1,1,0,0
4341,1.16253,3,1,31,5.00186,0,0.222,1,2,1,1,0,0
4342,0.47146,3,2,32,2.46674,0,0.325,0,2,1,1,0,0
4343,0.62438,3,2,32,17.42654,0,0,1,2,1,1,0,0
4344,0.61821,3,2,32,16.2265,0,0,1,2,1,1,0,0
4345,0.61570,3,2,32,15.97488,0,0,1,1,1,1,0,0
4346,0.94181,2,2,22,26.80018,2.74,5.481,1,2,1,1,0,0
4347,2.80958,2,1,21,46.28611,2.255,0,1,2,1,1,0,0
4348,1.18841,3,3,33,4.14135,3.44,0.917,0,3,0,1,0,0
4349,0.94904,3,2,32,8.49225,0,2.237,0,3,0,1,0,0
4350,0.06091,1,2,12,4.34019,0,0.56,0,3,1,1,0,0
4351,3.23055,1,1,11,107.38524,0,0,1,3,1,1,0,0
4352,0.42668,1,2,12,13.83563,0,0.671,1,1,0,1,0,0
4353,4.50712,1,1,11,42.72743,1.87,16.833,0,2,1,1,0,0
4354,0.59081,2,2,22,8.14318,3.203,2.491,0,3,1,1,0,0
4355,1.14885,2,1,21,2.92364,2.412,0.11,0,2,1,1,0,0
4356,0.44986,1,2,12,5.90167,0,0.609,0,3,0,1,0,0
4358,0.10891,3,2,32,1.5914,1.046,0.523,0,3,1,1,1,0
4359,0.82478,2,2,22,1.95313,1.384,1.453,0,2,1,1,0,0
4360,0.52453,1,1,11,11.8008,3.564,0,1,2,1,1,0,0
4361,0.22279,2,2,22,0.89144,6.791,0.485,0,3,1,1,1,0
4362,0.27970,3,2,32,2.97808,12.629,3.639,0,3,1,1,0,0
4363,1.58184,1,2,12,11.39494,2.255,5.863,1,3,1,1,0,0
4364,0.56716,1,2,12,38.76066,14.505,6.217,1,2,1,1,0,0
4365,9.38463,3,1,31,54.90792,0,23.719,1,3,0,1,0,0
4366,1.35454,2,3,23,19.47982,0,1.943,1,3,0,1,0,0
4367,1.47008,2,2,22,23.51492,0,6.072,1,3,0,1,0,0
4370,5.17269,1,1,11,65.52205,0,0,1,2,1,1,0,0
4371,2.07251,1,2,12,9.51438,1.682,0,0,3,0,1,0,0
4373,1.87818,3,1,31,6.13042,3.521,0.32,1,3,0,1,0,0
4374,0.53430,1,3,13,26.1417,1.516,4.547,1,2,0,1,0,0
4375,0.10063,2,3,23,1.03043,2.319,0.558,0,3,1,1,0,0
4378,0.09670,2,2,22,2.20079,6.908,1.151,0,2,0,1,0,0
4379,0.99066,1,2,12,6.64724,10.802,5.738,0,3,0,1,0,0
4380,1.27069,1,2,12,38.98427,10.919,10.919,1,3,0,1,0,0
4381,0.45782,1,2,12,8.47906,7.588,3.125,1,2,0,1,0,0
4382,0.14798,3,2,32,0.38873,1.077,0.426,0,3,1,1,1,1
4383,0.91566,1,2,12,10.5274,4.422,3.791,1,3,0,1,0,0
4384,2.11541,1,2,12,24.48982,2.988,2.988,0,2,0,1,0,0
4385,0.60928,1,2,12,6.75541,31.934,0.359,1,2,0,1,0,0
4386,0.06250,3,3,33,3.79571,0.923,0.154,0,2,1,1,0,0
4387,0.19394,2,3,23,1.82478,0.235,0.706,0,3,1,1,0,1
4388,0.24251,3,3,33,4.13224,2.112,1.787,1,3,1,1,1,0
4389,0.10977,3,3,33,1.59917,1.042,0.329,0,2,1,1,0,0
4390,0.49762,2,2,22,3.66996,0,0.737,0,2,1,1,0,0
4391,0.24382,2,2,22,2.08064,0,0.492,1,2,1,1,0,1
4392,0.68384,2,1,21,3.85241,0,0,0,3,0,1,0,0
4395,0.07071,3,2,32,7.04555,6.583,0.823,0,2,1,1,1,1
4396,61.42690,1,1,11,34.02187,13.15,14.611,1,2,1,1,0,0
4397,1.86236,1,1,11,18.94574,5.055,6.74,1,2,1,1,0,0
4398,0.62265,2,2,22,5.95634,0.839,1.679,1,2,1,1,0,1
4399,0.95310,2,2,22,9.08702,0,0,1,2,1,1,0,0
4400,1.73496,3,1,31,13.33886,6.007,0,1,2,1,1,1,0
4401,1.21750,3,1,31,65.92602,39.816,0,1,2,1,1,1,0
4402,5.42742,2,2,22,9.3131,8.584,6.345,0,2,1,1,0,0
4403,1.45612,2,1,21,7.77962,4.282,3.953,0,2,1,1,0,0
4404,0.12847,1,3,13,2.17803,5.116,0.279,0,3,0,1,1,0
4405,3.27097,1,2,12,21.05094,5.558,3.705,1,2,1,1,0,0
4406,0.59806,1,2,12,4.97017,0.588,0.392,0,2,1,1,0,0
4407,2.29214,2,1,21,22.85748,12.5,3.125,1,3,0,1,0,0
4408,1.14804,2,2,22,5.42652,11.659,2.968,1,3,1,1,0,0
4410,0.82206,3,1,31,5.34373,0.563,0,1,2,1,1,0,0
4411,5.31002,3,2,32,33.03761,06.03,0,0,3,1,1,0,0
4412,1.10515,3,3,33,5.72122,0.957,0,0,3,1,1,0,0
4413,0.08290,3,3,33,2.58856,0,0.563,1,2,1,1,0,1
4414,0.53008,2,2,22,10.68892,0,4.29,0,2,1,1,0,1
4415,1.42416,2,3,23,9.44079,1.354,10.832,1,1,1,1,0,1
4416,0.05661,3,3,33,0.88563,2.113,2.284,0,1,1,1,0,1
4417,0.31981,3,2,32,0.7379,1.153,0.416,0,2,1,1,0,1
4418,0.26028,1,1,11,1.84612,1.756,0.39,1,2,0,1,0,0
4419,1.17535,2,2,22,11.02875,0.68,04.08,1,2,1,1,0,1
4420,0.58495,2,2,22,3.97573,0.254,0.763,1,2,1,1,0,1
4423,0.30346,1,2,12,7.94674,13.657,0.975,1,2,0,1,0,0
4424,0.11975,1,2,12,1.79496,0.529,0.441,1,3,1,1,0,0
4425,0.55536,1,2,12,11.77131,0,0,1,2,1,1,0,0
4426,0.17204,1,1,11,0.29419,0,0.044,0,1,1,1,0,0
4427,0.10409,1,1,11,0.27914,0.132,0.019,0,2,1,1,1,0
4428,0.38992,1,2,12,1.42972,1.49,0.149,0,2,1,1,0,0
4429,0.17001,1,1,11,2.26344,0.515,0,1,2,1,1,0,0
4430,1.21339,1,1,11,9.29224,0,4.228,1,1,0,1,0,0
4431,0.18340,1,1,11,0.69371,0.041,0.041,1,1,1,1,0,0
4432,1.73833,1,1,11,1.54371,1.156,0.736,1,1,0,1,0,0
4434,0.13763,1,1,11,0.19115,0.793,0.021,1,1,0,1,0,1
4435,0.06053,2,1,21,1.428,0.084,0,1,1,1,1,0,0
4436,0.10423,2,1,21,0.655,0.324,0,1,1,0,1,0,1
4437,0.15497,1,1,11,0.3831,0,0,1,1,1,0,0,0
4438,0.04886,1,1,11,3.09798,0,0,1,1,0,1,0,0
4439,0.09898,1,1,11,0.46347,0.325,0.05,1,1,0,1,0,0
4440,0.19973,1,1,11,0.38903,0.329,0.082,0,1,1,1,0,0
4441,0.07246,1,1,11,0.93351,0.397,0.057,1,1,0,1,0,1
4442,0.21448,1,1,11,0.53015,0,0.027,1,2,1,1,1,0
4443,0.92832,1,1,11,4.74295,0,0.281,1,1,1,1,0,0
4445,0.26952,1,1,11,1.04057,0,0.163,0,1,1,1,1,0
4446,0.03819,2,1,21,2.73593,0,0,1,1,1,1,0,0
4447,0.03232,2,1,21,1.11926,0,0,1,2,1,1,0,0
4448,0.49201,1,1,11,1.12599,0.314,0.188,1,2,1,1,0,0
4449,0.57385,1,1,11,5.00769,0,0.299,1,1,1,1,0,0
4450,0.30542,1,1,11,0.67601,0.028,0.167,0,1,0,1,0,0
4451,0.28644,1,1,11,1.72121,1.846,0.923,1,1,0,1,0,0
4452,0.14509,1,1,11,0.66329,0.04,0.04,0,1,0,1,0,0
4453,0.69148,1,1,11,2.19218,3.029,0.151,1,1,0,1,0,0
4454,0.24803,1,1,11,3.03174,0,0,1,1,1,1,0,0
4455,0.16642,1,1,11,2.8838,2.824,0.188,1,2,1,1,0,0
4457,0.14986,1,1,11,3.29911,0,0.149,1,1,1,0,0,0
4458,1.27615,2,1,21,0.10313,0.215,0.013,1,1,0,0,0,0
4459,0.26745,1,1,11,0.34404,0.445,0.052,1,1,1,1,0,0
4460,0.27870,1,2,12,0.75216,0.615,0.164,0,3,1,1,1,0
4462,0.46121,1,1,11,8.21979,0,0,1,2,1,1,0,0
4465,0.84067,1,1,11,2.85231,0.576,0.288,0,1,1,1,0,0
4466,0.21763,2,1,21,9.68449,0,0,1,2,1,1,0,0
4467,6.45313,1,1,11,30.58078,0,0,1,1,1,1,0,0
4469,0.94918,1,2,12,1.61266,1.811,0.528,0,3,1,1,1,0
4470,2.93846,1,1,11,4.8829,0.498,0.498,1,1,1,1,0,0
4472,0.20423,2,1,21,0.45565,1.911,0.2,0,2,1,1,0,0
4473,0.10114,2,3,23,0.43726,2.76,0.037,0,3,1,1,0,0
4474,0.28001,2,2,22,2.64146,6.516,0.686,0,3,0,1,0,0
4475,1.33286,2,2,22,3.29643,9.693,1.646,0,2,0,1,0,0
4476,0.19982,1,2,12,0.89786,2.122,0.077,0,2,1,1,0,0
4477,0.80061,1,3,13,0.83766,0.4,0.799,0,2,1,1,0,0
4478,0.11862,2,1,21,2.91062,5.663,0,0,3,0,1,0,0
4479,85.41351,1,1,11,12.12327,0,0,1,1,1,1,1,0
4480,0.17521,1,1,11,0.30848,0.024,0.024,1,1,0,0,0,0
4482,0.49975,1,1,11,0.94192,0.238,0.04,1,1,0,1,0,0
4483,0.33006,1,1,11,0.71504,0,0,1,1,0,1,0,0
4486,0.07654,1,1,11,0.89606,1.652,0,0,2,0,1,0,0
4487,0.18328,1,1,11,1.11789,0.776,0.155,0,2,0,1,0,0
4488,0.03207,3,1,31,0.66165,0,0,1,1,0,1,0,0
4489,0.14937,3,1,31,1.23134,0,0,1,1,0,1,0,0
4490,0.40346,3,1,31,2.16685,2.313,0.578,0,2,0,1,0,0
4492,0.17933,3,1,31,4.88607,0.578,0.578,1,1,0,1,0,0
4493,4.83035,3,1,31,6.4992,0.656,0,1,1,0,1,0,0
4494,0.37538,2,2,22,2.54335,7.164,1.901,0,2,0,1,0,0
4495,0.03240,2,3,23,1.6854,4.119,0.201,0,3,0,1,0,0
4496,0.24664,1,2,12,5.81393,0,0,0,2,0,1,0,0
4497,0.47303,1,1,11,1.15847,0,0,1,1,1,1,0,0
4498,0.08131,1,2,12,1.02155,0.089,0,0,2,1,1,1,0
4499,0.05567,1,1,11,2.41952,4.109,0.128,0,2,0,1,0,0
4502,0.12672,2,1,21,0.52176,1.551,0.024,1,2,0,1,0,1
4504,0.09575,3,2,32,1.00944,7.538,0.934,0,2,0,1,0,0
4506,1.67922,1,1,11,17.42384,10.611,0,1,1,1,1,0,1
4508,0.48751,1,1,11,0.48282,1.897,0.026,1,2,1,0,0,0
4509,26.68381,1,1,11,7.96977,8.278,0,1,2,1,1,0,1
4510,0.49415,1,1,11,0.34373,0.736,0.098,1,2,1,0,0,0
4511,0.29145,1,1,11,0.59701,1.476,0,0,2,0,1,0,0
4512,0.11287,1,1,11,0.84727,0.259,0,1,1,1,1,0,0
4513,0.14612,1,2,12,0.83968,2.014,0.036,0,2,1,0,0,1
4514,0.79330,1,1,11,1.80347,0.524,0,1,1,1,1,0,0
4515,0.39278,1,1,11,0.48083,0.477,0.123,1,1,1,1,0,1
4517,1.11825,1,1,11,3.37937,0.329,0.329,1,1,1,1,0,0
4518,0.11892,1,1,11,0.19689,0.35,0.084,0,2,1,1,0,0
4519,4.28689,1,1,11,0.59983,1.061,0.056,1,2,1,0,0,0
4520,0.50918,1,1,11,0.26241,1.777,0,1,1,1,1,0,0
4521,0.32973,1,1,11,0.48192,0.416,0.104,1,2,1,0,0,0
4522,0.83195,1,1,11,0.82665,2.536,0.053,0,2,1,1,0,0
4524,0.47529,1,1,11,0.56818,4.258,0,1,1,1,1,0,1
4525,0.38838,1,1,11,0.80987,0.397,0.04,1,1,0,1,0,0
4526,0.62440,1,1,11,0.85656,0.585,0,1,1,1,1,0,0
4527,0.61027,1,1,11,1.4396,1.995,0.08,1,1,0,1,0,0
4528,0.08299,1,1,11,1.07778,0.236,0.059,1,1,0,1,0,0
4529,0.09780,1,1,11,0.51021,0.587,0.033,0,1,0,1,0,0
4530,0.55589,1,1,11,2.10924,1.011,0.202,1,1,1,1,0,0
4531,4.08037,1,1,11,10.35729,2.496,0.624,1,1,0,1,0,0
4532,0.46638,1,1,11,0.63164,1.854,0.048,1,1,1,1,0,0
4533,0.76591,1,1,11,1.46439,2.098,0.131,1,1,1,1,0,0
4535,0.22485,1,1,11,3.94977,5.811,0,1,1,0,1,0,0
4537,2.92752,1,1,11,6.65647,0.826,0.826,1,1,0,1,0,0
4538,1.35113,1,2,12,3.0517,0.509,0.679,0,2,0,1,0,0
4539,0.96700,1,2,12,3.97308,2.936,0.839,1,2,0,1,0,0
4540,0.18798,1,1,11,1.3024,1.739,0,1,2,0,1,0,0
4541,0.48359,1,1,11,0.69486,0.64,0,1,1,1,1,1,0
4543,36.36232,1,1,11,2.12096,4.906,0,1,1,1,1,0,0
4544,0.93742,1,1,11,4.67658,2.834,0,1,1,1,1,0,0
4545,0.24845,1,1,11,11.93306,0,0,1,1,1,1,0,0
4547,0.15008,1,2,12,0.31081,1.353,0.047,0,2,1,1,0,1
4548,0.37589,1,1,11,0.47201,0.361,0.028,1,2,1,1,0,0
4550,0.20158,1,2,12,2.14286,0,0.102,0,2,1,1,1,0
4551,0.19002,1,1,11,0.86466,0.303,0.101,1,1,1,1,0,0
4552,0.99186,2,1,21,4.40237,1.692,0,1,1,0,1,0,0
4553,0.92897,2,1,21,4.22151,0.823,0,1,1,0,1,0,0
4554,0.03326,3,1,31,0.23052,0.721,0.317,1,2,0,1,0,1
4555,0.08757,3,1,31,0.46439,1.615,0.208,1,1,0,1,0,0
4556,0.38707,2,1,21,6.27455,3.367,0.421,1,1,1,1,0,0
4557,0.05736,3,1,31,0.42749,0.042,0,1,1,0,1,0,0
4558,0.13067,1,1,11,0.63404,2.972,0.1,1,1,0,1,0,0
4559,0.09501,3,1,31,1.16249,4.788,0,1,2,0,1,0,0
4561,0.11725,3,1,31,0.31631,2.771,0.149,0,2,0,1,0,0
4562,0.30580,2,1,21,5.45014,4.195,0,1,1,0,1,0,0
4563,0.19876,2,1,21,0.62419,3.502,0.162,0,2,1,1,0,0
4564,0.05838,1,1,11,0.33731,0.699,0.069,0,1,0,1,0,0
4565,0.02250,3,1,31,0.54689,1.182,0,1,1,0,1,0,0
4566,0.06566,1,1,11,0.2583,1.767,0.059,0,2,0,1,0,0
4569,0.10581,3,1,31,0.20043,0.499,0.01,0,1,0,1,0,0
4570,0.02781,3,1,31,0.96126,0,0,1,1,0,1,0,0
4571,0.11859,2,1,21,0.53626,2.004,0.066,1,1,1,1,0,1
4573,0.69512,1,1,11,9.07703,23.641,0,1,1,0,1,0,0
4575,0.20182,3,2,32,0.61449,0,0,0,2,0,1,0,0
4576,7.62564,3,1,31,7.97722,0,0.638,1,2,0,1,0,1
4577,0.06129,3,1,31,0.16586,1.198,0.023,0,1,0,1,0,1
4578,13.60822,3,1,31,58.91734,0,0,1,1,0,1,0,0
4581,1.51813,1,1,11,6.42057,0,0.479,1,3,0,1,0,0
4583,0.19928,3,1,31,0.97838,1.56,0,1,1,0,0,0,0
4584,0.38726,3,1,31,6.71271,13.51,0,1,2,0,1,0,0
4585,0.24476,3,1,31,5.25639,7.296,0,1,1,0,0,0,0
4586,0.08123,3,1,31,0.27669,2.094,0,0,1,1,1,0,1
4591,0.78231,2,1,21,2.70944,13.025,0,1,1,0,1,0,0
4592,0.07503,2,1,21,0.3102,1.798,0.025,1,1,0,1,0,1
4593,0.19292,2,1,21,2.42717,4.519,0,1,1,0,1,0,0
4594,0.27978,2,1,21,2.29467,1.21,0.101,1,1,0,1,0,0
4595,0.19776,3,1,31,3.25793,0,0.264,1,1,1,1,0,0
4596,0.04623,2,1,21,0.3673,0,0.042,0,2,1,1,0,0
4600,0.22644,3,1,31,4.23831,20.788,0,1,1,1,1,0,0
4603,0.55845,1,1,11,7.66397,12.338,0.441,1,1,1,1,0,1
4604,0.16193,1,1,11,0.77479,4.704,0.024,0,1,1,1,0,0
4605,0.31587,1,1,11,0.79538,2.604,0.106,1,2,1,1,0,0
4607,0.69482,1,1,11,4.25454,4.378,0,1,2,1,1,0,0
4608,1.49167,1,1,11,12.45234,33.971,0,0,1,1,1,0,0
4609,0.14316,3,1,31,0.41499,0.958,0.056,0,2,1,1,0,1
4610,2.10401,2,1,21,5.89777,5.992,0,1,1,1,1,0,1
4611,1.28035,2,1,21,4.80475,5.503,0,1,2,1,1,0,1
4612,0.37499,3,1,31,2.10882,0,0.717,1,1,1,1,0,0
4613,0.05191,3,1,31,0.171,1.473,0.024,0,2,1,1,0,0
4616,0.10514,2,1,21,2.93421,3.31,0,1,1,0,1,0,0
4617,0.11207,1,2,12,0.48571,5,0,0,2,1,1,0,1
4618,0.23439,2,1,21,0.55722,0.232,0.271,1,2,0,1,0,0
4619,0.27343,1,2,12,0.2749,0.224,0.075,0,2,0,1,0,0
4621,0.20055,1,2,12,0.68804,2.138,0.074,0,2,1,1,0,0
4623,0.48314,2,1,21,2.89571,0,0.166,1,1,0,1,1,0
4626,0.15284,3,1,31,1.33756,3.047,0.074,1,1,1,1,0,1
4627,0.34473,2,1,21,0.35903,1.845,0.324,0,2,1,1,1,0
4628,0.37456,1,2,12,1.4198,1.571,0.942,0,2,1,1,0,0
4629,0.08679,2,2,22,1.86167,1.636,0.086,0,2,1,1,0,0
4630,1.09530,1,1,11,9.67878,0,0,1,1,0,1,0,0
4631,0.43534,1,1,11,13.46114,0,0,1,1,0,1,0,0
4632,0.69465,1,1,11,13.36069,6.244,0,1,2,1,1,0,0
4633,0.40011,1,1,11,5.37367,3.084,0,1,1,1,1,0,1
4634,0.74608,1,1,11,3.2575,3.115,0,1,1,1,1,1,0
4635,0.12352,1,1,11,2.68868,3.664,0.458,1,1,1,1,0,0
4639,0.44058,1,1,11,5.23107,0,0,1,1,0,1,0,0
4642,1.07699,1,1,11,1.32283,0,0.373,1,1,1,0,0,0
4644,0.38044,1,1,11,0.40613,0.045,0.022,1,2,1,1,1,0
4645,1.15020,1,1,11,10.90027,0,0,1,1,0,1,1,0
4646,0.29216,1,1,11,0.44662,2.385,0,1,3,1,1,1,0
4647,0.19139,1,1,11,0.39763,1.42,0.043,0,1,1,1,1,0
4648,1.09662,1,1,11,1.06164,0,0.113,1,2,1,1,1,0
4649,0.17295,1,2,12,0.71466,0.343,0.206,0,2,1,1,1,0
4650,0.23236,1,2,12,0.18231,0.14,0.009,0,3,0,1,1,0
4652,0.21581,1,1,11,1.46811,1.761,0,1,1,0,1,0,0
4653,0.13754,1,1,11,0.73268,0.663,0.121,1,1,0,1,0,0
4654,0.19175,1,1,11,0.69641,0.15,0.056,0,2,1,1,0,0
4655,0.06845,2,1,21,1.14911,1.2,0.055,1,1,1,1,0,0
4656,0.43869,1,1,11,0.79201,0.772,0,0,1,1,1,0,1
4658,1.39951,1,1,11,4.3797,0.738,0,1,2,1,1,0,0
4666,0.85054,1,1,11,7.38649,3.252,0,1,1,1,1,1,0
4669,0.09207,2,1,21,0.6132,2.537,0.061,1,1,0,1,0,1
4671,0.18542,2,1,21,2.34122,0.278,0.07,1,1,1,1,1,0
4672,0.13234,2,1,21,1.19908,0.084,0.042,1,1,1,1,1,0
4673,0.21046,2,1,21,3.35582,0.988,0.165,1,1,1,1,1,0
4674,6.25858,2,1,21,16.56168,0,0,1,1,1,1,1,0
4675,0.46264,3,1,31,3.96682,1.173,1.173,1,1,1,1,0,0
4676,0.62854,2,1,21,6.15881,0,0,1,1,1,1,1,0
4678,0.46983,1,1,11,1.39727,0.116,0,1,1,0,1,0,0
4679,0.14777,2,1,21,0.96846,4.629,0.053,1,1,1,1,0,1
4682,0.25262,2,1,21,0.67279,0.166,0.055,1,1,1,1,1,0
4683,0.21769,2,1,21,0.51417,0.912,0.023,1,1,1,1,1,0
4684,0.08744,2,1,21,1.59679,0,0,1,1,1,1,0,0
4685,0.05805,1,1,11,1.49567,0.058,0,1,1,1,1,0,1
4687,0.18323,2,1,21,1.95309,0,0.092,1,1,0,1,0,0
4688,2.02471,1,1,11,1.56497,0,0,1,1,1,1,0,0
4691,0.56779,1,1,11,1.07494,0.047,0.047,1,2,1,1,0,0
4692,0.50785,2,1,21,3.39754,0.212,0,1,1,1,1,0,0
4694,0.66697,2,1,21,3.71805,1.459,0,1,1,1,1,1,0
4695,17.56580,1,1,11,1.35217,0,0,1,1,1,1,0,0
4696,0.24706,1,2,12,1.18241,0.343,0,0,2,0,1,0,0
4697,0.22998,1,1,11,2.43016,1.069,0.097,1,2,0,1,0,0
4698,0.14182,2,1,21,1.09269,0,0.34,1,1,0,1,0,0
4699,0.04824,3,1,31,1.96807,0.691,0.077,1,2,0,1,1,0
4700,0.09470,1,2,12,0.86227,0.238,0.068,0,2,1,1,1,0
4701,0.32525,3,1,31,0.30642,0.073,0.032,0,1,0,1,0,1
4702,0.10517,2,2,22,0.94507,1.85,0.279,0,3,1,1,0,1
4703,0.19137,3,1,31,0.80725,2.516,0.033,1,1,0,1,0,0
4704,0.01773,2,1,21,0.64645,0,0.03,1,1,0,1,0,0
4705,0.04131,2,1,21,0.339,0,0,0,1,0,0,0,0
4706,0.03228,2,1,21,0.23754,0,0,0,1,0,0,0,0
4707,0.08072,2,1,21,0.43021,0,0.023,0,1,0,1,0,0
4708,0.22116,1,1,11,1.17435,0.047,0.047,1,1,1,1,0,0
4709,0.07447,1,1,11,0.48297,0,0.58,0,2,1,1,0,0
4711,5.90982,1,1,11,1.16757,0,0.062,1,1,1,1,0,0
4712,0.22902,1,1,11,0.19976,0,0.044,0,1,1,1,0,0
4713,0.09008,2,1,21,1.38208,1.413,0.262,0,2,0,1,1,0
4714,0.20829,3,1,31,0.59151,1.99,0.026,1,2,1,1,0,0
4716,0.17598,1,2,12,10.45025,23.348,0,1,2,1,1,0,0
4717,0.06123,3,1,31,0.20717,0,0.02,1,1,1,1,0,0
4720,0.56103,1,1,11,5.92382,3.608,0.773,0,2,1,1,0,0
4721,0.42755,3,2,32,15.50799,3.196,7.191,1,2,1,1,0,0
4722,0.12727,3,1,31,0.1262,0,0.021,0,1,0,1,0,0
4723,0.67654,2,1,21,0.49642,0,0.044,1,1,1,1,0,0
4725,0.29002,1,2,12,1.37901,16.354,0.222,0,3,0,1,0,0
4726,1.03209,1,2,12,9.16499,32.875,1.511,1,2,1,1,0,0
4727,0.04658,3,1,31,0.91367,0,0,1,1,0,0,0,0
4728,0.14436,1,1,11,1.09636,2.965,0.049,0,2,1,1,0,0
4730,0.05422,3,1,31,0.25227,0,0.013,1,1,1,1,1,0
4731,6.92393,1,1,11,47.88976,0,0,1,2,1,1,0,0
4732,0.04575,1,1,11,1.44971,0,0,1,1,0,1,0,0
4733,0.16106,3,1,31,0.22577,0,0.017,1,1,0,1,0,0
4734,0.25505,3,2,32,3.28175,5.241,1.023,1,1,1,1,0,0
4735,0.03347,2,1,21,0.46432,0,0.031,1,1,1,1,0,0
4736,0.21062,1,1,11,0.58668,0,0.138,1,1,0,1,0,0
4737,0.10885,1,1,11,0.17446,0,0.082,1,1,0,1,0,0
4738,0.63571,1,1,11,1.83808,0,0.199,1,1,0,1,0,0
4740,2.18853,2,1,21,18.03285,56.094,0.905,1,2,1,1,0,0
4741,0.07468,3,1,31,0.18343,0,0.04,1,1,0,1,0,0
4742,0.18097,1,1,11,0.60102,0,0.087,1,1,0,1,0,0
4743,0.47249,3,1,31,0.20055,0,0.039,1,1,1,1,0,0
4745,0.20258,1,3,13,0.63866,0,0.075,0,2,1,1,0,0
4746,0.14462,1,1,11,17.60207,1.21,2.421,1,1,1,1,0,0
4747,0.22035,1,2,12,1.32687,0.995,0.234,0,2,1,1,1,0
4748,0.22863,2,1,21,1.57179,0,0.329,1,1,0,1,0,0
4749,0.20758,1,1,11,0.97866,0,0.235,0,1,1,1,0,0
4750,0.24736,2,3,23,3.05561,14.084,0,0,2,1,1,1,0
4752,0.41676,1,1,11,0.91921,0,0.08,0,2,1,1,0,0
4753,0.44723,1,1,11,6.13838,0,1.272,0,2,1,1,0,0
4754,0.23522,1,2,12,1.20056,1.56,0.151,0,2,1,1,0,0
4755,0.13291,3,2,32,1.15164,1.265,0.575,0,2,1,1,0,0
4756,0.55710,3,2,32,3.27536,8.224,2.966,1,1,1,1,0,0
4757,0.28668,1,1,11,1.23463,4.518,0.585,0,3,1,1,1,0
4758,0.25247,1,1,11,2.95797,5.411,0.866,1,3,1,1,0,0
4759,1.17407,1,1,11,10.55548,0,1.359,1,1,1,1,0,0
4760,0.36915,1,2,12,4.0191,0.187,0.375,0,2,1,1,0,0
4761,0.43826,1,2,12,1.71499,9.978,0.202,0,3,0,1,0,0
4762,0.41759,2,1,21,2.26235,3.868,0.176,1,1,0,1,0,0
4763,0.15237,2,1,21,0.78846,3.541,0.098,0,3,0,1,0,0
4764,0.38959,2,3,23,4.14171,27.981,0,1,2,1,1,1,0
4765,0.47103,1,1,11,2.88125,6.903,0.531,1,3,1,1,0,0
4766,5.81463,2,1,21,35.17829,5.537,0,1,1,0,1,0,0
4767,0.09233,3,1,31,0.19321,2.876,0.06,1,1,1,1,0,0
4769,0.27642,2,1,21,0.70872,3.596,0.077,0,2,0,1,0,0
4770,0.07962,2,1,21,3.80685,0,0,1,1,0,1,1,0
4771,0.41343,2,1,21,6.24185,0,0,1,1,0,1,0,0
4772,0.08434,2,1,21,0.45575,4.913,0.069,0,3,1,1,1,0
4774,2.91592,2,1,21,24.15222,31.61,0,1,2,1,1,1,0
4777,0.23944,2,1,21,1.61818,12.18,0,0,3,1,1,1,0
