fid,cr_dens,price,morfotype,cluster,minor_roads_dens,tree_dens,poi_dens,ma_morf,morfotype_unique,empt_place,parks,rail,trunk
35576,0.13766,2,1,21,1.41487,2.634,0.115,0,1,1,1,0,0
35577,0.37590,3,1,31,3.11572,4.962,0.292,1,2,1,1,0,0
35578,0.37554,1,1,11,3.00154,5.027,0,0,2,1,1,0,0
35579,0.26598,1,1,11,1.89122,3.987,0,0,2,1,1,1,0
35580,0.14597,2,1,21,1.60825,3.795,0.215,1,1,1,1,0,0
35581,1.00545,2,1,21,11.90124,8.859,0,1,1,1,1,0,0
35582,0.33271,2,1,21,1.57603,3.309,0.061,1,1,1,1,0,0
35583,0.32537,2,1,21,1.76356,3.227,0.079,1,1,1,1,0,0
35584,0.31848,2,1,21,2.13087,3.175,0,1,1,1,1,0,0
35585,0.41823,2,1,21,2.42432,03.05,0.235,1,1,1,1,0,0
35586,0.10191,2,1,21,0.88158,4.76,0.148,0,1,1,1,0,0
35587,0.16452,2,1,21,2.89945,3.895,0.377,1,1,1,1,0,0
35588,1.16059,2,1,21,3.09758,5.151,0.161,1,1,1,1,0,0
35589,0.17254,2,1,21,1.18782,3.756,0.051,1,2,1,1,0,0
35590,0.12687,2,1,21,3.22129,4.081,0.141,1,1,1,1,0,0
35591,0.69601,1,1,11,5.25738,1.88,0,1,1,1,1,0,0
35592,0.29556,2,1,21,1.80921,3.842,0,1,1,1,1,0,0
35593,1.83480,2,1,21,2.37357,7.264,0.396,1,1,0,1,0,0
35594,0.54789,1,1,11,5.99113,14.822,0,1,2,0,0,0,0
35595,1.19807,2,1,21,10.34703,10.176,0.485,1,1,0,1,0,0
35596,0.60878,2,1,21,4.64119,1.806,0,1,1,1,1,1,0
35597,0.80370,2,1,21,7.65243,7.625,0,1,1,1,1,0,0
35598,0.87986,2,1,21,6.53289,10.145,0,1,1,0,1,0,0
35599,0.95008,2,2,22,3.14701,5.282,8.33,1,2,1,1,0,0
35601,2.10619,2,1,21,7.1533,5.819,0.323,1,1,1,1,0,0
35602,0.11950,2,1,21,2.45038,3.383,0,1,1,1,1,0,0
35603,0.25540,2,1,21,2.41818,7.089,0,1,1,1,1,0,0
35604,0.24059,1,2,12,2.24896,6.428,0,1,2,0,1,0,0
35605,0.26486,1,2,12,1.84023,8.332,0.238,0,2,0,1,0,0
35607,0.98059,1,1,11,2.07256,7.486,0,0,2,1,1,0,0
35608,0.67454,2,1,21,2.97693,5.981,2.193,1,1,1,1,0,0
35609,0.53337,2,1,21,1.32879,4.576,1.698,0,2,1,1,0,0
35610,0.28029,2,1,21,4.69672,12.326,0,1,1,1,1,0,0
35612,0.09971,1,1,11,0.17827,0,0.011,1,1,0,1,0,0
35613,0.17234,3,1,31,1.25271,0,0.06,1,1,1,1,0,0
35615,0.08891,1,1,11,0.45645,0.966,0.038,1,1,1,1,0,1
35616,0.77539,1,1,11,4.75892,8.029,0,1,2,1,0,0,0
35617,0.41853,3,1,31,5.89983,2.057,0.294,1,2,1,1,0,0
35618,2.55098,2,1,21,17.4362,15.71,0,1,1,1,1,0,0
35619,1.17714,1,1,11,15.03426,17.736,0,1,2,1,0,0,0
35620,0.87238,2,1,21,1.51825,5.829,2.197,0,2,1,1,0,0
35621,0.41486,2,1,21,1.61838,2.804,0.324,1,1,1,1,0,0
35622,0.46457,1,1,11,8.27812,16.237,0,1,2,1,0,0,0
35623,0.24382,2,1,21,1.91163,7.877,0.108,1,1,1,1,0,0
35624,0.10213,3,1,31,1.06479,0,0.059,1,1,0,1,0,0
35625,0.05749,3,1,31,1.34187,0,0,1,1,1,1,0,0
35626,0.54336,2,1,21,0.60974,0,0.048,1,1,0,1,0,0
35627,0.10359,3,1,31,1.73205,0,0,1,1,0,1,0,0
35628,0.07532,2,1,21,0.79734,3.155,0,1,1,1,1,0,0
35629,0.16599,2,1,21,3.33187,8.442,0.18,1,1,0,1,0,0
35630,0.12149,3,1,31,1.01737,0,0.039,1,1,0,1,0,0
35631,0.75414,2,1,21,7.73181,15.675,0.448,1,1,0,1,0,0
35632,0.15140,3,1,31,0.94803,0,0.045,1,1,0,1,0,0
35633,0.14061,3,1,31,3.95522,0,0,1,1,0,1,0,0
35634,0.08575,1,1,11,0.86902,1.935,0.052,1,1,1,1,0,1
35635,0.15959,3,1,31,1.21044,0,0.056,1,1,0,1,0,0
35636,0.39246,2,1,21,0.95067,1.098,0.178,1,1,1,1,0,1
35637,0.19813,1,2,12,1.5991,0.869,1.136,1,2,1,1,1,0
35638,0.11028,3,1,31,1.18334,0,0.083,1,1,0,1,0,0
35639,0.25663,2,1,21,2.58216,2.87,0.125,1,1,1,1,0,1
35640,0.64756,2,1,21,12.06247,19.488,0,1,1,0,1,0,0
35641,3.97543,2,1,21,24.75149,14.786,0,1,1,1,1,0,1
35642,0.02139,3,1,31,1.45913,0,0,1,1,0,1,0,0
35643,0.12812,3,1,31,1.57978,7.448,0,0,1,0,1,1,0
35644,0.37978,2,1,21,0.90319,1.321,0,1,1,0,1,0,0
35645,0.14205,2,1,21,1.53811,3.661,0,1,1,0,1,0,0
35646,6.04894,2,1,21,85.92229,37.422,0,1,1,0,1,0,1
35647,0.38990,1,1,11,0.77013,2.487,0,0,1,0,1,0,0
35648,0.15820,2,1,21,3.62866,5.202,0.149,1,1,1,1,0,0
35649,0.15446,2,1,21,0.43586,4.725,0,0,2,1,1,0,0
35650,0.06327,2,1,21,3.05048,4.031,0,1,1,0,1,0,0
35651,0.34790,2,1,21,3.24176,2.659,0,1,1,1,1,0,0
35653,0.39618,3,1,31,3.44771,0,0.144,1,1,0,1,0,0
35655,0.14904,3,1,31,3.56765,0,0,1,1,0,1,0,0
35656,0.33527,2,1,21,1.33306,3.514,0,1,2,0,1,0,0
35657,2.10979,2,1,21,10.66731,17.326,0,1,2,1,1,0,0
35658,0.18848,2,1,21,3.02501,6.77,0.115,1,2,1,1,0,0
35659,2.01662,2,1,21,10.2052,10.028,0,1,1,1,1,0,0
35660,2.35979,1,1,11,8.29227,1.946,0,1,1,1,0,0,0
35661,0.31153,1,1,11,1.36091,2.483,0.142,1,1,1,1,0,0
35662,0.72739,2,1,21,2.61556,6.291,0.103,1,2,1,1,0,0
35664,0.56551,2,2,22,1.24272,0.577,0.144,1,2,1,1,0,1
35665,0.34111,1,1,11,1.08017,2.517,0.048,1,1,0,1,0,0
35666,1.27821,2,1,21,5.7431,7.499,0,1,1,0,1,0,0
35667,0.39180,2,1,21,1.27619,2.977,0.117,1,1,0,1,0,0
35668,0.75613,2,1,21,0.89431,3.189,0.096,0,2,1,1,0,0
35670,0.45211,2,1,21,1.20085,0.426,0.106,1,1,0,1,0,0
35671,0.32602,2,2,22,1.00041,8.576,0.09,0,2,1,1,0,0
35672,0.39096,1,1,11,1.27619,3.506,0.137,1,1,1,1,0,0
35673,0.63446,1,1,11,0.98562,1.522,0,1,1,1,1,0,0
35674,0.46438,1,1,11,0.72523,1.384,0.033,1,1,1,1,0,0
35675,0.25981,1,1,11,1.01057,3.245,0,1,1,1,1,0,0
35676,0.25893,1,1,11,0.72927,0.923,0.064,1,1,0,1,0,0
35677,0.43415,1,1,11,1.06209,1.332,0.051,1,1,0,1,0,0
35678,0.28933,1,1,11,1.18755,01.04,0.061,1,1,1,1,0,0
35679,0.34380,1,1,11,0.82393,0.501,0.046,1,1,0,1,0,0
35680,0.22083,1,1,11,0.60428,0.501,0.026,1,1,1,1,0,0
35681,2.13379,1,1,11,9.86523,2.198,0.55,1,1,1,0,0,0
35682,0.28730,1,1,11,0.24127,0.417,0.024,0,2,1,1,0,0
35683,0.31906,1,1,11,0.19965,0.587,0.012,1,1,1,1,0,0
35684,0.44847,1,1,11,1.03352,2.092,0,1,1,1,1,0,0
35685,0.43718,1,1,11,0.52901,3.242,0,1,1,1,1,0,0
35686,0.36156,1,1,11,1.17863,0.281,0.056,1,1,1,1,0,0
35687,0.59939,1,1,11,0.76825,1.505,0,1,1,1,1,0,0
35688,0.81208,1,1,11,1.38727,0.471,0,1,1,0,1,0,0
35689,1.15363,1,1,11,0.91466,1.216,0.14,1,2,0,1,0,0
35691,1.81717,1,1,11,4.06983,0,0,1,1,0,1,0,0
35693,0.83572,1,1,11,1.74513,0.96,0,1,1,1,1,0,0
35694,0.27792,1,1,11,0.31355,0.861,0,1,2,0,1,0,0
35695,0.65850,1,1,11,1.35733,1.21,0,1,1,0,1,0,0
35696,0.30186,1,1,11,0.45324,2.018,0.042,1,2,1,1,0,0
35697,0.12805,1,1,11,0.92912,0.451,0.045,0,2,0,1,0,0
35698,0.77398,1,1,11,1.10527,0.295,0,1,1,0,1,0,0
35699,0.45645,1,1,11,1.52187,0,0,1,2,0,1,0,0
35700,0.50642,1,1,11,0.47881,0.429,0.129,1,2,0,1,0,0
35702,0.55126,1,1,11,0.67826,0.444,0,1,2,0,1,0,0
35704,0.49121,1,1,11,1.06833,3.115,0.719,0,2,1,1,0,0
35705,0.92965,1,1,11,5.20415,1.197,1.796,1,1,1,1,0,0
35706,0.29100,2,1,21,0.64185,1.104,0,1,1,1,1,0,0
35707,0.31392,1,1,11,1.3534,1.688,0.147,1,1,1,1,0,0
35709,1.76003,1,1,11,4.807,0.279,1.671,0,2,1,1,0,0
35710,0.39389,1,1,11,2.40935,4.829,2.724,1,2,1,1,0,0
35712,0.88674,1,1,11,3.0469,1.986,0,1,1,1,1,0,0
35714,0.74235,1,1,11,1.87354,0.461,0,1,1,1,1,0,0
35716,0.38141,1,1,11,0.79857,1.005,0.039,1,2,1,1,0,0
35717,0.48403,1,2,12,0.58605,3.019,0.428,0,3,1,1,0,0
35718,0.16201,1,1,11,0.79291,0.829,0.118,0,1,1,1,0,0
35719,0.60023,1,1,11,1.74505,1.247,0.073,1,1,1,1,0,0
35720,0.13487,2,2,22,4.08682,1.696,1.043,0,2,0,1,0,1
35721,0.03125,3,1,31,2.87013,6.116,0.084,1,1,0,1,0,0
35722,0.01140,3,1,31,1.85852,4.383,1.246,0,2,0,1,0,1
35723,0.54141,2,2,22,16.88589,12.23,8.894,1,2,0,1,0,1
35724,0.96553,2,1,21,1.50976,1.683,0,1,1,0,1,0,0
35725,0.34806,2,1,21,0.87614,0.07,0,1,1,1,1,0,0
35726,1.01868,1,1,11,3.02583,0,0,1,1,0,1,0,0
35727,0.24936,1,1,11,1.22846,0.579,0,1,1,1,1,0,1
35728,0.19549,1,2,12,1.9135,2.728,0.101,0,3,0,1,1,0
35729,0.02799,1,1,11,1.53282,2.859,0.075,1,2,0,1,0,0
35730,0.35887,2,1,21,9.83884,2.751,4.126,1,2,0,1,0,1
35731,0.11671,1,1,11,0.35041,1.412,0.024,0,2,0,1,0,0
35732,0.03502,3,1,31,2.1122,5.879,0.05,1,1,0,1,0,0
35733,0.01896,3,1,31,1.42799,4.174,0.037,1,1,0,1,0,0
35734,0.03231,3,1,31,1.22164,3.979,0.037,1,1,0,1,0,0
35735,0.07092,3,1,31,0.6505,2.383,0.021,1,1,0,1,0,0
35736,0.81283,2,1,21,0.89284,1.319,0.136,1,1,0,1,0,0
35737,0.34831,1,1,11,1.10998,1.478,0,1,1,0,1,0,0
35738,0.52632,1,1,11,0.70197,1.025,0.076,1,1,0,1,0,0
35739,0.49464,1,1,11,1.37576,1.598,0,1,1,0,1,0,0
35741,1.41811,1,1,11,4.11104,0.634,0,1,1,1,1,0,0
35742,1.13083,1,1,11,4.41561,01.08,0.432,1,1,1,1,0,0
35746,1.66753,1,1,11,1.73933,0.135,0,1,1,0,1,0,0
35748,0.69647,1,1,11,5.71123,2.592,0,1,1,0,0,0,0
35749,0.71647,1,1,11,5.91283,3.486,0.291,1,1,0,0,0,0
35750,0.74680,1,2,12,6.18458,0,0,1,2,1,1,0,0
35753,0.27345,1,1,11,3.12595,0,0,1,1,1,1,0,0
35754,1.40776,1,1,11,2.86197,0.742,0,1,1,1,1,0,0
35755,1.42318,1,1,11,2.67362,1.934,0.121,1,1,1,1,0,0
35758,0.29118,2,1,21,1.26396,03.09,0.131,1,1,0,1,0,0
35759,1.17204,1,1,11,3.02555,0,0,1,1,0,1,0,0
35762,0.00257,2,2,22,0.50106,0,0,1,1,1,1,0,0
35763,0.42341,2,1,21,0.62879,0.94,0.125,1,1,0,1,0,0
35764,0.18736,1,1,11,0.72931,1.882,0.031,0,1,0,1,0,0
35765,0.99972,1,1,11,7.24345,3.064,0,1,1,1,1,0,0
35766,0.76282,1,1,11,0.52694,1.237,0.077,0,3,1,1,0,0
35767,0.51632,1,1,11,3.45017,1.543,0,1,1,1,1,0,0
35768,1.72378,2,1,21,8.09656,0,0,1,2,1,0,0,0
35769,0.71421,1,1,11,1.2374,10.053,0,1,2,1,1,0,0
35770,0.10251,2,1,21,0.98848,0.197,0,1,1,1,1,0,0
35771,0.47518,1,1,11,1.59641,2.722,0,1,3,1,1,0,0
35772,0.14483,2,1,21,0.7265,5.342,0,1,2,1,1,0,0
35773,0.33008,1,1,11,3.16372,2.823,0.157,1,1,1,1,0,0
35775,2.79809,1,1,11,12.44841,3.937,0,1,1,1,1,0,0
35776,0.27002,1,1,11,4.37432,1.454,0,1,1,1,1,0,0
35778,1.85850,1,1,11,8.89574,2.293,0.459,1,1,1,1,0,0
35779,0.98045,2,1,21,9.32116,0,0,1,2,1,0,0,0
35780,0.84094,1,1,11,3.45878,2.106,0,1,1,1,1,0,0
35781,0.79610,1,1,11,4.40058,01.08,0,1,1,1,1,0,0
35782,0.78904,1,1,11,1.14443,0.924,0,1,1,0,1,0,0
35783,0.37031,2,1,21,1.33607,1.472,0,1,1,1,1,0,0
35784,0.29324,1,1,11,5.84829,3.556,0.296,1,1,1,1,0,0
35785,0.78262,1,1,11,3.44162,3.664,0,1,1,1,1,0,0
35786,0.16936,1,1,11,1.38253,1.593,0.168,1,1,1,1,0,0
35787,1.46557,1,1,11,1.58965,1.855,0,1,1,1,1,0,0
35788,0.49051,1,1,11,1.04581,2.555,0.082,1,1,1,1,0,0
35789,1.54647,2,1,21,1.51174,0.229,0.114,1,2,1,1,0,0
35790,0.26728,2,1,21,2.57353,0.236,0,1,1,1,1,0,0
35791,0.62744,2,1,21,0.88978,0,0,1,1,1,1,0,0
35792,0.33765,1,3,13,3.50492,0,0.643,1,2,1,1,0,0
35793,0.75255,2,1,21,2.08236,0.886,0,1,2,1,1,0,0
35795,0.73620,1,1,11,6.52145,4.281,0,1,1,1,1,0,0
35796,0.79475,1,1,11,4.30417,2.614,0,1,1,1,1,0,0
35797,0.40008,1,1,11,0.94948,0.803,0,1,1,1,1,0,0
35798,3.70539,1,1,11,10.29758,1.958,0,1,2,0,1,0,0
35799,0.20528,1,1,11,1.05457,0.527,0.066,1,1,0,1,0,0
35800,0.26428,1,1,11,0.87871,1.011,0.056,1,1,1,1,0,0
35801,0.53329,1,1,11,14.44537,3.861,0,1,2,0,1,0,0
35802,0.79166,1,1,11,57.11722,7.828,0,1,1,0,1,0,0
35803,0.39145,1,1,11,0.74772,0.989,0,1,1,0,1,0,0
35805,1.41940,1,1,11,9.74184,3.369,0,1,1,1,1,0,0
35807,0.41475,1,1,11,1.49049,3.167,0.181,1,1,1,1,0,0
35808,1.36963,1,1,11,1.61177,0.322,0.107,1,1,1,1,0,0
35809,0.46016,2,1,21,0.74093,1.204,0.046,1,1,1,1,0,0
35810,0.28042,1,1,11,0.47224,1.007,0.025,1,1,0,1,0,0
35811,0.41680,1,1,11,0.93239,0,0,1,1,1,1,0,0
35812,0.33800,2,1,21,0.9766,1.201,0,0,1,1,1,0,0
35813,6.62231,1,1,11,31.51827,13.774,0,1,1,0,1,0,0
35814,0.04228,1,2,12,0.65031,0.683,0.034,0,2,1,1,0,1
35815,0.29015,1,2,12,5.24629,0,0,1,2,1,1,0,1
35817,0.50696,1,1,11,1.80147,4.023,0,1,1,1,1,0,0
35818,0.10125,1,1,11,0.51091,1.458,0.018,1,2,1,1,0,1
35819,0.48228,1,1,11,0.5905,6.311,0.029,1,2,1,1,0,0
35821,0.10647,1,1,11,0.47471,1.979,0.087,1,1,1,1,0,0
35822,0.35752,1,1,11,35.51403,12.358,0,1,1,0,1,0,0
35823,0.23069,1,1,11,0.54151,1.423,0.025,1,1,0,1,0,0
35824,0.57186,1,1,11,2.7061,1.454,0.727,1,1,1,1,0,1
35825,0.18382,1,1,11,3.80853,3.19,0,1,2,0,1,0,0
35826,0.25134,1,1,11,1.42951,2.789,0,1,1,0,1,0,0
35827,0.33608,1,3,13,3.72276,0,0,1,2,0,1,0,0
35828,0.28211,1,1,11,0.65056,0.909,0,1,1,0,1,0,0
35829,0.26021,1,1,11,0.66771,1.955,0.03,1,1,1,1,0,0
35830,0.11402,1,1,11,0.51585,1.643,0.059,0,1,1,1,0,0
35831,0.72784,2,1,21,1.75977,3.038,0.098,1,1,1,1,0,0
35832,0.38978,2,1,21,1.96663,2.543,0,1,1,0,1,0,0
35833,0.22292,2,1,21,3.24445,4.441,0,1,1,1,1,0,0
35834,0.81848,2,1,21,7.5483,5.881,0.327,1,1,1,1,0,0
35835,0.11514,2,1,21,2.52577,3.848,0.113,1,1,1,1,0,0
35836,0.27886,2,1,21,1.90068,4.838,0.164,1,1,1,1,0,0
35837,1.15947,2,1,21,8.90458,5.692,0,1,1,1,1,0,0
35838,0.82583,2,1,21,1.70442,3.778,0,1,1,0,1,0,0
35839,0.26464,1,1,11,3.59695,1.709,0,1,1,0,1,0,0
35840,0.54378,2,1,21,4.18095,18.863,0,1,1,0,0,0,0
35841,0.16985,1,1,11,1.29788,2.457,0,1,1,1,1,0,0
35842,0.76776,1,1,11,4.48659,13.68,1.52,1,2,0,0,0,0
35843,1.03441,2,1,21,10.52921,5.899,0,1,2,0,1,0,0
35844,0.31370,1,1,11,0.92926,3.135,0.044,1,1,1,1,0,0
35845,0.28960,1,1,11,0.63723,4.663,0,0,1,1,1,0,0
35846,1.13428,1,1,11,3.73318,0.193,0,1,1,1,1,0,0
35847,0.37318,1,1,11,0.52076,0.476,0.024,1,1,1,1,0,1
35848,0.00541,3,1,31,0.36361,2.177,0,1,1,0,1,0,0
35849,0.01463,3,1,31,0.37467,1.434,0.022,1,1,0,1,0,0
35850,0.04340,3,1,31,0.48889,1.369,0,1,1,0,1,0,0
35851,0.21165,3,1,31,0.87352,2.846,0,1,1,0,1,0,0
35852,0.03548,3,1,31,0.22869,1.772,0.013,1,1,0,0,0,0
35853,0.02472,2,1,21,0.74862,3.974,0,1,1,0,1,0,0
35854,0.03138,3,1,31,0.3915,2.945,0.015,1,1,0,1,0,0
35855,0.08533,2,2,22,3.59824,3.518,0,0,2,0,1,0,0
35856,0.12954,1,1,11,0.27873,0.713,0.025,0,2,0,1,0,0
35857,0.16667,1,1,11,0.81365,0.032,0.064,0,2,0,1,1,0
35858,0.04238,1,1,11,0.49671,0.438,0.02,0,2,0,1,1,0
35859,0.09984,1,1,11,0.25678,0.359,0.148,0,2,0,1,0,0
35861,0.07182,3,1,31,0.74685,2.707,0.063,1,1,1,1,0,0
35862,0.19558,3,1,31,5.38082,5.287,4.699,1,2,0,1,0,1
35863,0.16844,3,2,32,14.70883,4.114,6.857,0,2,0,1,0,1
35864,0.72133,3,1,31,7.11725,2.204,0.882,1,2,0,1,0,0
35865,0.19531,3,1,31,0.46884,1.934,0.064,0,1,0,1,0,0
35866,0.21051,3,1,31,0.8421,1.509,0.039,0,1,0,1,0,0
35867,0.15502,1,1,11,0.50424,1.971,0.069,0,1,0,1,0,0
35868,0.14126,1,1,11,0.53674,3.534,0.043,0,2,0,1,0,1
35869,0.15250,2,2,22,5.31138,6.451,0.34,0,2,0,0,0,0
35870,0.49909,1,2,12,1.10145,3.827,0.12,0,2,0,1,0,1
35871,0.12805,2,1,21,0.89543,1.669,0.046,1,2,0,1,0,1
35873,0.30624,2,1,21,0.46399,1.194,0.102,1,2,0,1,0,1
35874,0.27622,3,1,31,0.88627,1.013,0.039,1,1,0,1,0,0
35875,0.19498,3,1,31,1.85184,1.897,0,0,1,1,1,0,0
35876,0.21470,3,1,31,1.14797,2.566,0.233,0,1,0,1,0,0
35877,0.26495,3,1,31,1.19971,2.243,0.112,1,1,1,1,0,0
35878,0.24872,3,1,31,1.04207,1.633,0.172,1,2,1,1,0,0
35879,0.08101,3,1,31,3.42929,2.076,0,1,1,1,1,0,0
35880,0.17732,2,1,21,6.58269,3.106,0,1,1,1,1,0,0
35881,0.35147,2,1,21,2.14198,4.334,0.103,0,2,1,1,0,0
35882,0.24746,2,1,21,0.90066,2.113,0.146,1,2,1,1,0,0
35883,0.09315,1,1,11,0.62783,4.13,0,1,1,1,1,0,0
35884,0.48294,2,1,21,0.47319,2.242,0.091,0,2,1,1,0,0
35885,0.33283,3,1,31,0.30016,3.722,0.036,0,2,1,1,0,0
35886,0.98168,3,1,31,2.83425,5.073,0.362,0,1,0,1,0,0
35887,0.26699,2,1,21,1.28895,1.54,0.053,1,1,1,1,0,0
35889,0.08913,3,2,32,1.48322,9.922,0,0,2,1,1,0,0
35890,0.13177,1,2,12,1.21001,04.03,0.504,0,2,0,1,1,0
35891,0.29460,2,1,21,0.94576,1.949,0.097,1,2,0,1,0,1
35892,0.06443,1,1,11,0.50863,4.448,0.02,1,2,1,1,0,0
35893,0.13593,1,1,11,1.20837,4.576,0.125,1,2,1,1,0,0
35894,0.18260,3,1,31,1.48042,7.201,0,1,2,1,1,0,0
35895,0.07184,1,1,11,1.32466,4.218,0,1,2,1,1,0,0
35896,0.06783,1,1,11,0.53051,3.823,0,0,2,1,1,0,0
35897,0.15711,3,2,32,5.77357,4.057,3.433,0,3,1,0,0,0
35898,0.24256,3,1,31,0.71117,2.779,0.082,1,2,1,1,0,0
35899,0.38268,1,1,11,1.36324,6.569,0.16,0,2,0,1,0,0
35900,0.23161,3,1,31,0.61031,1.753,0.062,0,3,1,1,0,0
35901,0.36857,3,1,31,1.445,3.752,0,1,1,1,1,1,0
35902,0.11366,2,1,21,0.67517,0,0.126,1,1,1,1,0,0
35903,0.13598,1,1,11,1.03103,3.472,0,0,1,1,1,0,0
35904,0.13481,1,1,11,0.44191,1.858,0.153,0,3,1,1,0,0
35905,0.38999,1,1,11,3.992,0,3.824,1,1,0,1,0,0
35906,0.11991,1,1,11,1.41722,7.691,0.084,1,2,0,1,0,0
35907,0.19182,2,1,21,0.94027,1.607,0.127,1,2,1,1,0,0
35908,0.70034,1,2,12,0.81373,4.984,0.167,0,2,1,1,0,0
35909,0.08399,3,1,31,0.77533,2.031,0.038,1,1,1,1,0,0
35910,0.07138,2,1,21,0.76077,2.222,0,1,1,1,1,0,0
35911,0.09081,2,1,21,0.64383,0,0.557,1,1,1,1,0,0
35912,0.13674,2,1,21,2.11736,0,0.423,1,1,0,1,0,0
35913,0.07544,2,1,21,0.78138,3.991,0,1,1,1,1,1,0
35914,0.17555,2,1,21,1.19848,5.594,0,1,1,1,1,0,0
35915,0.06237,1,1,11,1.59106,2.072,0.094,1,2,0,1,0,0
35917,0.53263,2,1,21,0.81213,3.837,0.053,1,1,1,1,0,0
35918,0.18221,1,1,11,0.89345,3.45,0.084,1,3,1,1,0,0
35919,0.10125,1,1,11,3.0622,9.039,0.192,1,2,0,1,0,0
35920,0.01836,2,1,21,1.36055,2.249,0,1,1,1,1,1,0
35921,0.15759,3,1,31,1.44218,02.02,0,0,1,1,1,1,0
35922,0.41074,3,1,31,3.24705,2.852,0.13,1,1,1,1,1,0
35923,0.93727,3,1,31,12.49165,9.903,0,1,1,1,1,0,0
35924,0.78561,3,1,31,4.61833,6.845,0.221,1,1,1,1,0,0
35925,0.15501,3,1,31,0.90375,5.599,0.032,1,1,0,1,1,0
35926,2.24543,1,1,11,6.90498,7.796,0,1,1,1,1,0,0
35927,0.38857,1,1,11,0.33349,0.987,0.206,0,2,0,1,0,1
35929,0.15693,2,1,21,0.76415,2.313,0.038,1,1,1,1,0,0
35930,0.32462,2,1,21,0.94448,2.447,0.408,1,2,0,1,0,0
35931,1.87048,2,1,21,2.07532,5.264,1.316,1,1,0,1,0,0
35932,0.17728,2,1,21,1.45106,4.507,0,1,1,0,1,0,0
35933,0.09154,2,1,21,0.36491,3.614,0.406,0,2,1,1,0,0
35934,0.30356,2,2,22,1.41945,6.726,0.984,0,2,0,1,0,0
35935,0.19561,2,1,21,0.29169,2.634,0.119,0,2,0,1,1,0
35936,0.22956,1,1,11,1.48451,1.155,0,1,2,0,1,0,0
35937,0.20298,1,2,12,1.12349,1.699,0.34,0,2,0,1,0,1
35938,0.56800,1,2,12,1.77736,4.768,0.311,0,2,0,1,1,1
35939,0.29472,1,1,11,2.60975,8.506,0,1,2,0,1,1,0
35940,0.30245,1,2,12,2.38503,8.922,0.279,0,2,1,1,0,1
35941,0.38190,1,2,12,1.21161,7.105,0.249,0,2,0,1,0,1
35942,0.83844,1,1,11,1.4394,5.336,0.213,1,3,1,1,0,0
35943,1.46885,1,1,11,3.15831,2.128,0.327,1,1,1,1,0,0
35944,0.13042,1,1,11,1.52885,9.271,0,1,1,1,1,0,0
35945,0.19919,2,1,21,0.64979,3.412,0,1,1,1,1,0,0
35946,0.35531,2,1,21,0.89767,4.439,0,0,3,1,1,0,0
35947,0.71472,2,3,23,0.58044,6.63,0.029,0,3,1,1,0,0
35948,0.73560,2,1,21,2.23893,8.384,0,0,3,1,1,0,0
35949,1.47970,1,1,11,4.11453,6.431,0,1,3,1,1,0,0
35950,2.12138,2,1,21,6.30678,1.251,4.168,1,2,0,1,0,0
35951,0.22680,2,1,21,0.90818,3.343,0.101,1,2,0,1,0,0
35952,0.18267,2,1,21,0.81341,3.331,0.042,0,2,0,1,0,0
35953,0.77470,1,2,12,9.92709,1.977,10.542,1,2,0,1,1,0
35954,0.68877,1,2,12,12.52162,7.554,0.839,0,2,1,1,1,1
35955,0.66410,2,1,21,1.94285,2.792,0.155,1,1,0,1,1,0
35956,0.92074,1,1,11,1.37931,0.362,0.271,1,2,0,1,0,0
35957,0.88294,1,1,11,1.94809,1.354,2.216,1,2,1,1,0,0
35958,2.33573,1,2,12,29.97649,0,12.111,1,2,0,1,0,0
35959,0.07980,1,1,11,0.62425,3.378,0.087,0,2,1,1,0,1
35960,0.26357,1,1,11,0.7405,3.42,0.078,0,2,1,1,0,1
35961,0.55063,1,2,12,1.67084,7.056,0,0,2,1,1,0,0
35962,0.36047,1,1,11,1.32493,3.956,0,0,2,1,1,0,0
35963,0.18963,2,1,21,1.39367,2.487,0.166,0,2,0,1,0,0
35964,0.09031,2,1,21,0.52888,1.229,0.819,0,2,0,1,0,0
35965,0.23307,2,2,22,0.64504,1.916,0.032,0,2,0,1,0,0
35967,1.25122,1,2,12,8.08692,11.949,6.572,1,2,0,1,0,0
35968,2.22009,1,1,11,2.58681,7.301,0.174,1,2,0,1,1,0
35969,0.09418,1,1,11,0.92328,3.083,0.106,0,2,0,1,0,0
35970,0.31580,2,1,21,1.387,0.946,0.774,1,2,0,1,0,0
35971,0.07052,2,1,21,3.75669,0,0,1,1,0,1,0,0
35972,0.26188,1,2,12,1.65637,0.572,2.173,0,2,0,1,0,0
35973,0.25917,1,2,12,2.37148,3.524,0.801,1,3,1,1,1,0
35974,1.85780,1,1,11,1.71987,2.9,1.16,0,3,1,1,0,0
35975,1.76735,1,1,11,4.05557,5.418,0.236,1,3,1,1,0,0
35976,0.95771,2,2,22,4.69644,14.599,0,1,3,1,1,0,0
35977,0.17252,3,1,31,0.46894,6.806,0.242,0,2,0,1,0,0
35978,0.09353,3,1,31,0.87962,1.596,0.059,0,1,0,1,0,0
35979,0.27883,1,1,11,2.28441,0.215,0.43,1,2,1,1,0,0
35980,0.78742,2,1,21,1.82611,0.69,1.121,0,2,1,1,0,0
35981,0.25822,2,1,21,2.05158,0.754,0.189,1,2,0,1,0,0
